№ строки	Название	Адрес	Административный округ	Район	Юридический адрес	Телефон	Факс	Сайт	Электронная почта
430	Центральная библиотека №219	117647, г.Москва, ул. Профсоюзная, д.115 корп.1	Юго-Западный АО	Коньково	117647, г.Москва, ул. Профсоюзная, д.115 корп.1	(495) 420-05-37, (495) 429-05-55	(495) 429-05-55	cheremushky.ru	b219@cheremushky.ru
431	Библиотека №230, ИИЦ	117133, г.Москва, ул. Академика Варги, д.38	Юго-Западный АО	Коньково	117647, г.Москва, ул. Профсоюзная, д.115 корп.1	(495) 420-05-37, (495) 429-05-55	(495) 429-05-55	cheremushky.ru	b219@cheremushky.ru
432	Библиотека №235	117570, г.Москва, ул. Вильнюсская, д.17	Юго-Западный АО	Коньково	117647, г.Москва, ул. Профсоюзная, д.115 корп.1	(495) 420-05-37, (495) 429-05-55	(495) 429-05-55	cheremushky.ru	b219@cheremushky.ru
433	Библиотека №235, пункт выдачи	117463, г.Москва, ул. Паустовского, д.3, кв.285	Юго-Западный АО	Коньково	117647, г.Москва, ул. Профсоюзная, д.115 корп.1	(495) 420-05-37, (495) 429-05-55	(495) 429-05-55	cheremushky.ru	b219@cheremushky.ru
434	Центральная детская библиотека №27	123182, г.Москва, ул. Академика Бочвара, д.5 корп.1	Северо-Западный АО	Хорошево-Мневники	123308, г.Москва, ул. Мневники, д.10 корп.1	(499) 196-46-51	(499) 191-63-10, (499) 720-43-17	horoshevo.ru	shapurina@mail.ru
435	Библиотека №28	123154, г.Москва, б-р Генерала Карбышева, д.9 корп.1	Северо-Западный АО	Хорошево-Мневники	123308, г.Москва, ул. Мневники, д.10 корп.1	(499) 196-46-51	(499) 191-63-10, (499) 720-43-17	horoshevo.ru	shapurina@mail.ru
436	Библиотека №45	123182, г.Москва, ул. Академика Бочвара, д.2	Северо-Западный АО	Хорошево-Мневники	123308, г.Москва, ул. Мневники, д.10 корп.1	(499) 196-46-51	(499) 191-63-10, (499) 720-43-17	horoshevo.ru	shapurina@mail.ru
437	Центральная библиотека №49	123308, г.Москва, ул. Мневники, д.10 корп.1	Северо-Западный АО	Хорошево-Мневники	123308, г.Москва, ул. Мневники, д.10 корп.1	(499) 196-46-51	(499) 191-63-10, (499) 720-43-17	horoshevo.ru	shapurina@mail.ru
438	Библиотека №50	123060, г.Москва, ул. Маршала Конева, д.16	Северо-Западный АО	Хорошево-Мневники	123308, г.Москва, ул. Мневники, д.10 корп.1	(499) 196-46-51	(499) 191-63-10, (499) 720-43-17	horoshevo.ru	shapurina@mail.ru
439	Библиотека №51	123103, г.Москва, ул. Паршина, д.33	Северо-Западный АО	Хорошево-Мневники	123308, г.Москва, ул. Мневники, д.10 корп.1	(499) 196-46-51	(499) 191-63-10, (499) 720-43-17	horoshevo.ru	shapurina@mail.ru
440	Библиотека №52	123060, г.Москва, ул. Расплетина, д.12 корп.2	Северо-Западный АО	Хорошево-Мневники	123308, г.Москва, ул. Мневники, д.10 корп.1	(499) 196-46-51	(499) 191-63-10, (499) 720-43-17	horoshevo.ru	shapurina@mail.ru
441	Библиотека №53	123308, г.Москва, ул. Демьяна Бедного, д.16	Северо-Западный АО	Хорошево-Мневники	123308, г.Москва, ул. Мневники, д.10 корп.1	(499) 196-46-51	(499) 191-63-10, (499) 720-43-17	horoshevo.ru	shapurina@mail.ru
442	Библиотека №54	123154, г.Москва, ул. Маршала Тухачевского, д.28 корп.1	Северо-Западный АО	Хорошево-Мневники	123308, г.Москва, ул. Мневники, д.10 корп.1	(499) 196-46-51	(499) 191-63-10, (499) 720-43-17	horoshevo.ru	shapurina@mail.ru
443	Библиотека №58	123181, г.Москва, ул. Маршала Катукова, д.19 корп.2	Северо-Западный АО	Хорошево-Мневники	123308, г.Москва, ул. Мневники, д.10 корп.1	(499) 196-46-51	(499) 191-63-10, (499) 720-43-17	horoshevo.ru	shapurina@mail.ru
444	Библиотека №98	123060, г.Москва, ул. Народного Ополчения, д.37 корп.1	Северо-Западный АО	Хорошево-Мневники	123308, г.Москва, ул. Мневники, д.10 корп.1	(499) 196-46-51	(499) 191-63-10, (499) 720-43-17	horoshevo.ru	shapurina@mail.ru
445	Библиотека №120	123458, г.Москва, ул. Твардовского, д.21 корп.2	Северо-Западный АО	Хорошево-Мневники	123308, г.Москва, ул. Мневники, д.10 корп.1	(499) 196-46-51	(499) 191-63-10, (499) 720-43-17	horoshevo.ru	shapurina@mail.ru
446	ФГ БУ Российская государственная библиотека (РГБ)	119019, Москва, ул. Воздвиженка, д. 3/5						www.rsl.ru	
447	ФГ БУК Всероссийская государственная библиотека иностранной литературы им. М.И. Рудомино (ВГБИЛ)	109189, Москва, Николоямская 1						www.libfl.ru 	genieva@libfl.ru 
448	ФГ БУК Государственная публичная историческая библиотека (ГИПБ)	101990, Москва, Старосадский пер., 9, стр. 1						www.shpl.ru 	maf@shpl.ru 
449	ФГ БУК Российская государственная библиотека по искусству (РГБИ)	107031, Россия, Москва, Большая Дмитровка, 8/1						www.liart.ru 	bisk@liart.ru 
450	ФГ БУК Государственная общественно-политическая библиотека (ГОПБ)	129226, Москва, ул. Вильгельма Пика, 4, стр. 2						www.gopb.ru 	gopb@gopb.ru sbo@gopb.ru
451	ФГ БУК Российская государственная библиотека для слепых (РГБС)	129090, Москва, Протопоповский пер., 9, стр. 1						www.rgbs.ru 	admin@rgbs.ru 
452	ФГ БУК Российская государственная библиотека для молодежи	107061 Москва, ул. Б. Черкизовская, дом 4, корпус 1						www.rgub.ru 	info@rgub.ru 
453	ФГ БУК Российская государственная детская библиотека (РГДБ)	19049, г. Москва, Калужская пл., д. 1						www.rgdb.ru 	rgdb@rgdb.ru 
454	Государственная публичная научно-техническая библиотека России (ГПНТБ России)	107996, Москва, К-31, ГСП-6, Кузнецкий мост, 12						www.gpntb.ru	gpntb@gpntb.ru
455	Центральная научная медицинская библиотека Первого МГМУ им. И.М.Сеченова (ЦНМБ) Министерства здравоохранения Российской Федерации	г. Москва, Нахимовский пр-т., 49.				(499)120-21-03, (499)128-87-39		http://www.scsml.rssi.ru/	
456	Фундаментальная библиотека ИНИОН РАН	 г. Москва, Нахимовский проспект, д. 51/21						http://www.inion.ru	info@inion.ru
457	Библиотека-филиал №259	124617, г.Москва, Зеленоград, корп.1462	Зеленоградский АО	Матушкино-Савелки	124489, г.Москва, Зеленоград, корп.607а	(499) 734-19-20, (499) 734-36-71	(499) 734-36-71	zelbiblio.ru	cbszel@yandex.ru
458	Центральная библиотека №273	124489, г.Москва, Зеленоград, корп.231	Зеленоградский АО	Матушкино-Савелки	124489, г.Москва, Зеленоград, корп.607а	(499) 734-19-20, (499) 734-36-71	(499) 734-36-71	zelbiblio.ru	cbszel@yandex.ru
459	Библиотека-филиал №303	124460, г.Москва, Зеленоград, корп.1106	Зеленоградский АО	Матушкино-Савелки	124489, г.Москва, Зеленоград, корп.607а	(499) 734-19-20, (499) 734-36-71	(499) 734-36-71	zelbiblio.ru	cbszel@yandex.ru
460	Библиотека семейного чтения №229	105173, г.Москва, пос. Восточный, ул. 9 Мая, д.14 стр.1	Восточный АО	Восточное Измайлово	105203, г.Москва, ул.13-я Парковая, д.4	(495) 465-59-98	(495) 465-59-98	ismailovo.biblioland.ru	cbs_ ism@mail.ru
461	Детская библиотека №75	111401, г.Москва, ул. Металлургов, д.5	Восточный АО	Вешняки	111538, г.Москва, ул. Молдагуловой, д.3 стр.4	(495) 374-94-50, (495) 374-95-31	(495) 374-94-50		biblioteka126@mail.ru
462	Библиотека №151	115598, г.Москва, ул. Липецкая, д.54/21 корп.2	Южный АО	Нагатино-Садовники	115201, г.Москва, Каширское ш., д.16	(499) 613-39-96, (499) 612-25-63	(499) 612-72-98	tolstovka infograd.ru	ekarimova@inbox.ru
463	Библиотека №212	115563, г.Москва, ул. Генерала Белова, д.29 корп.3	Южный АО	Нагатино-Садовники	115201, г.Москва, Каширское ш., д.16	(499) 613-39-96, (499) 612-25-63	(499) 612-72-98	tolstovka infograd.ru	ekarimova@inbox.ru
464	Библиотека №220	115597, г.Москва, ул. Ясеневая, д.34 корп.4	Южный АО	Нагатино-Садовники	115201, г.Москва, Каширское ш., д.16	(499) 613-39-96, (499) 612-25-63	(499) 612-72-98	tolstovka infograd.ru	ekarimova@inbox.ru
465	Библиотека №234	115211, г.Москва, Каширское ш, д.53 корп.6	Южный АО	Нагатино-Садовники	115201, г.Москва, Каширское ш., д.16	(499) 613-39-96, (499) 612-25-63	(499) 612-72-98	tolstovka infograd.ru	ekarimova@inbox.ru
466	Библиотека №256	117638, г.Москва, ул. Криворожская, д.29 корп.2	Южный АО	Царицыно	115556, г.Москва, Чонгарский б-р, д.10 корп.2	(499) 610-29-00, (499) 610-08-24	(499) 610-29-00	cbs2uao.ru	cbs2uao@cumail.ru
467	Библиотека №175	117429, г.Москва, ул. Новочеремушкинская, д.4 корп.2	Юго-Западный АО	Гагаринский	119311, г.Москва, ул. Строителей, д.8 корп.2	(495) 930-98-27	(495) 930-00-02	cbs-uz.ru	cbsyugozapad@cumail.ru
468	Библиотека №255	143350, г.Москва, пос. Толстопальцево, ул. Пушкина, д.41	Западный АО	Солнцево	119619, г.Москва, ул. Авиаторов, д.7	(495) 439-54-29	(495) 439-54-29	cbs-solncevo.ru	art-solncevo@yandex.ru
469	Поселенческая библиотека им. К.Чуковского	г. Москва, поселение Внуковское, пос. ДСК «Мичуринец», ул. Серафимовича, д.3а			117513, г.Москва, Ленинский пр-т, д.127	(926) 338-06-98			smirnow.a.s@gmail.com
470	Библиотека поселения Внуковское	г. Москва, поселение Внуковское, пос. Минвнешторга, ул. Ленина, д.23			117513, г.Москва, Ленинский пр-т, д.127	(926) 338-06-98			smirnow.a.s@gmail.com
471	Библиотека поселения Московский	г. Москва, поселение Московский, мкрн.1, д.49			117513, г.Москва, Ленинский пр-т, д.127	(926) 338-06-98			smirnow.a.s@gmail.com
472	Библиотека поселения Воскресенское	г. Москва, поселение Воскресенское, пос. п/х Воскресенское, д.39			117513, г.Москва, Ленинский пр-т, д.127	(926) 338-06-98			smirnow.a.s@gmail.com
473	Библиотека поселения «Мосренген»	г. Москва, поселение «Мосренген», пос.Мосренген, д.19			117513, г.Москва, Ленинский пр-т, д.127	(926) 338-06-98			smirnow.a.s@gmail.com
474	Библиотека №1 поселения Сосенское	г. Москва, поселение Сосенское, пос. Газопровод, д.16			117513, г.Москва, Ленинский пр-т, д.127	(926) 338-06-98			smirnow.a.s@gmail.com
475	Библиотека №2 поселения Сосенское	г. Москва, поселение Сосенское, пос. Коммунарка, д.14а			117513, г.Москва, Ленинский пр-т, д.127	(926) 338-06-98			smirnow.a.s@gmail.com
476	Библиотека №1 поселения Филимонковское	г. Москва, поселение Филимоновское, пос. Марьино, д.3			117513, г.Москва, Ленинский пр-т, д.127	(926) 338-06-98			smirnow.a.s@gmail.com
477	Библиотека №2 поселения Филимонковское	г. Москва, поселение Филимоновское , д. Валуево, д.14			117513, г.Москва, Ленинский пр-т, д.127	(926) 338-06-98			smirnow.a.s@gmail.com
478	Библиотека №1 поселения Десеновское	г. Москва, поселение Десеновское, д. Десна, ул. Административная, д.9а			117513, г.Москва, Ленинский пр-т, д.127	(926) 338-06-98			smirnow.a.s@gmail.com
479	Библиотека №2 поселения Десеновское	г. Москва, поселение Десеновское, д. Яковлево			117513, г.Москва, Ленинский пр-т, д.127	(926) 338-06-98			smirnow.a.s@gmail.com
480	Центральная библиотека им. А.Н. Толстого	121151, г.Москва, Кутузовский пр., д.24	Западный АО	Дорогомилово	121165, г.Москва, ул. Дунаевского, д.4	(499) 249-38-61, (499) 249-29-75	(499) 249-29-75	cbskiev.ru	library@cbskiev.ru
481	Культурный центр А.Т. Твардовского	121248, г.Москва, Кутузовский пр., д.3	Западный АО	Дорогомилово	121165, г.Москва, ул. Дунаевского, д.4	(499) 249-38-61, (499) 249-29-75	(499) 249-29-75	cbskiev.ru	library@cbskiev.ru
482	Библиотека «Академия чтения» им. Т.Г. Шевченко	121170, г.Москва, ул. Генерала Ермолова, д.6	Западный АО	Дорогомилово	121165, г.Москва, ул. Дунаевского, д.4	(499) 249-38-61, (499) 249-29-75	(499) 249-29-75	cbskiev.ru	library@cbskiev.ru
483	Библиотека им. Леси Украинки	121601, г.Москва, ул. Новозаводская, д.2 корп.5	Западный АО	Дорогомилово	121165, г.Москва, ул. Дунаевского, д.4	(499) 249-38-61, (499) 249-29-75	(499) 249-29-75	cbskiev.ru	library@cbskiev.ru
484	Библиотека им. Леси Украинки	121309, г.Москва, ул. Большая Филевская, д.19/18	Западный АО	Дорогомилово	121165, г.Москва, ул. Дунаевского, д.4	(499) 249-38-61, (499) 249-29-75	(499) 249-29-75	cbskiev.ru	library@cbskiev.ru
485	Государственное бюджетное учреждение культуры города Москвы «ЦБС «Гагаринская»	119571, г.Москва, пр-т Вернадского, д.109	Западный АО	Тропарево-Никулино	119571, г.Москва, пр-т Вернадского, д.109	(495) 433-53-44	(495) 433-53-44		dir@gagarinlib.ru
486	Центральная детская библиотека №14	119415, г.Москва, ул. Удальцова, д.4	Западный АО	Тропарево-Никулино	119571, г.Москва, пр-т Вернадского, д.109	(495) 433-53-44	(495) 433-53-44		dir@gagarinlib.ru
487	Библиотека №29	119517, г.Москва, ул. Нежинская, д.13	Западный АО	Тропарево-Никулино	119571, г.Москва, пр-т Вернадского, д.109	(495) 433-53-44	(495) 433-53-44		dir@gagarinlib.ru
488	Библиотека №30 семейного чтения	119361, г.Москва, ул. Наташи Ковшовой, д.7/1	Западный АО	Тропарево-Никулино	119571, г.Москва, пр-т Вернадского, д.109	(495) 433-53-44	(495) 433-53-44		dir@gagarinlib.ru
489	Библиотека №31 «Библиотечно-музейный центр «Олимпионик»	119192, г.Москва, Мичуринский пр., д.54а	Западный АО	Тропарево-Никулино	119571, г.Москва, пр-т Вернадского, д.109	(495) 433-53-44	(495) 433-53-44		dir@gagarinlib.ru
490	Библиотека №34 семейного чтения	119590, г.Москва, ул. Довженко, д.6	Западный АО	Тропарево-Никулино	119571, г.Москва, пр-т Вернадского, д.109	(495) 433-53-44	(495) 433-53-44		dir@gagarinlib.ru
491	Детская библиотека №88	119361, г.Москва, ул. Озерная, д.13	Западный АО	Тропарево-Никулино	119571, г.Москва, пр-т Вернадского, д.109	(495) 433-53-44	(495) 433-53-44		dir@gagarinlib.ru
492	Библиотека №139 «Семейный круг»	119517, г.Москва, ул. Нежинская, д.13	Западный АО	Тропарево-Никулино	119571, г.Москва, пр-т Вернадского, д.109	(495) 433-53-44	(495) 433-53-44		dir@gagarinlib.ru
493	Библиотека №145 Интелект-центр «Компас»	119454, г.Москва, ул. Удальцова, д.26	Западный АО	Тропарево-Никулино	119571, г.Москва, пр-т Вернадского, д.109	(495) 433-53-44	(495) 433-53-44		dir@gagarinlib.ru
494	Детская библиотека №146	119526, г.Москва, пр-т Вернадского, д.93 корп.1	Западный АО	Тропарево-Никулино	119571, г.Москва, пр-т Вернадского, д.109	(495) 433-53-44	(495) 433-53-44		dir@gagarinlib.ru
495	Библиотека №183	119607, г.Москва, ул. Лобачевского, д.100	Западный АО	Тропарево-Никулино	119571, г.Москва, пр-т Вернадского, д.109	(495) 433-53-44	(495) 433-53-44		dir@gagarinlib.ru
496	Центральная библиотека №202 им.Ю.А. Гагарина	119571, г.Москва, пр-т Вернадского, д.109	Западный АО	Тропарево-Никулино	119571, г.Москва, пр-т Вернадского, д.109	(495) 433-53-44	(495) 433-53-44		dir@gagarinlib.ru
497	Библиотека семейного чтения №223	119602, г.Москва, ул. Академика Анохина, д.30 корп.3	Западный АО	Тропарево-Никулино	119571, г.Москва, пр-т Вернадского, д.109	(495) 433-53-44	(495) 433-53-44		dir@gagarinlib.ru
498	Государственное бюджетное учреждение культуры города Москвы «Библиотечно-информационный центр «Семья и детство»	119618, г.Москва, ул. Домостроительная, д.1 корп.1	Западный АО	Солнцево	119618, г.Москва, ул. Домостроительная, д.1 корп.1	(495) 435-39-81	(495) 435-39-81		4353981@mail.ru
499	Государственное бюджетное учреждение культуры города Москвы «ЦБС №1 СЗАО»	125364, г.Москва, б-р Яна Райниса, д.1	Северо-Западный АО	Южное Тушино	125364, г.Москва, б-р Яна Райниса, д.1	(495) 948-81-91	(495) 948-81-91	cbs1szao.ru	cbs1szao@gmail.com
500	Библиотека №30	125368, г.Москва, 3-й Митинский пер., д.2	Северо-Западный АО	Южное Тушино	125364, г.Москва, б-р Яна Райниса, д.1	(495) 948-81-91	(495) 948-81-91	cbs1szao.ru	cbs1szao@gmail.com
501	Библиотека №31	125362, г.Москва, ул. Большая Набережная, д.15	Северо-Западный АО	Южное Тушино	125364, г.Москва, б-р Яна Райниса, д.1	(495) 948-81-91	(495) 948-81-91	cbs1szao.ru	cbs1szao@gmail.com
502	Библиотека №32	125368, г.Москва, ул. Барышиха, д.21	Северо-Западный АО	Южное Тушино	125364, г.Москва, б-р Яна Райниса, д.1	(495) 948-81-91	(495) 948-81-91	cbs1szao.ru	cbs1szao@gmail.com
503	Библиотека №33	125464, г.Москва, Пятницкое ш., д.16 корп.1	Северо-Западный АО	Южное Тушино	125364, г.Москва, б-р Яна Райниса, д.1	(495) 948-81-91	(495) 948-81-91	cbs1szao.ru	cbs1szao@gmail.com
504	Библиотека №34	125222, г.Москва, ул. Генерала Белобородова, д.30	Северо-Западный АО	Южное Тушино	125364, г.Москва, б-р Яна Райниса, д.1	(495) 948-81-91	(495) 948-81-91	cbs1szao.ru	cbs1szao@gmail.com
505	Библиотека №55	125367, г.Москва, ул. Габричевского, д.8	Северо-Западный АО	Южное Тушино	125364, г.Москва, б-р Яна Райниса, д.1	(495) 948-81-91	(495) 948-81-91	cbs1szao.ru	cbs1szao@gmail.com
506	Центральная детская библиотека №110	125364, г.Москва, Химкинский б-р, д.16 корп.1	Северо-Западный АО	Южное Тушино	125364, г.Москва, б-р Яна Райниса, д.1	(495) 948-81-91	(495) 948-81-91	cbs1szao.ru	cbs1szao@gmail.com
507	Библиотека №123	125480, г.Москва, ул. Планерная, д.7 корп.1	Северо-Западный АО	Южное Тушино	125364, г.Москва, б-р Яна Райниса, д.1	(495) 948-81-91	(495) 948-81-91	cbs1szao.ru	cbs1szao@gmail.com
508	Библиотека №128	125481, г.Москва, б-р Яна Райниса, д.2 корп.1	Северо-Западный АО	Южное Тушино	125364, г.Москва, б-р Яна Райниса, д.1	(495) 948-81-91	(495) 948-81-91	cbs1szao.ru	cbs1szao@gmail.com
509	Библиотека №136	125364, г.Москва, ул. Свободы, д.45 стр.1	Северо-Западный АО	Южное Тушино	125364, г.Москва, б-р Яна Райниса, д.1	(495) 948-81-91	(495) 948-81-91	cbs1szao.ru	cbs1szao@gmail.com
510	Библиотека №150	125371, г.Москва, 1-й Тушинский пр-д, д.4	Северо-Западный АО	Южное Тушино	125364, г.Москва, б-р Яна Райниса, д.1	(495) 948-81-91	(495) 948-81-91	cbs1szao.ru	cbs1szao@gmail.com
511	Библиотека №191	125364, г.Москва, Парусный пр-д, д.15	Северо-Западный АО	Южное Тушино	125364, г.Москва, б-р Яна Райниса, д.1	(495) 948-81-91	(495) 948-81-91	cbs1szao.ru	cbs1szao@gmail.com
512	Библиотека №199	125480, г.Москва, ул. Героев Панфиловцев, д.12 корп.1	Северо-Западный АО	Южное Тушино	125364, г.Москва, б-р Яна Райниса, д.1	(495) 948-81-91	(495) 948-81-91	cbs1szao.ru	cbs1szao@gmail.com
513	Библиотека №216	125480, г.Москва, ул. Туристская, д.31 корп.1	Северо-Западный АО	Южное Тушино	125364, г.Москва, б-р Яна Райниса, д.1	(495) 948-81-91	(495) 948-81-91	cbs1szao.ru	cbs1szao@gmail.com
514	Библиотека №217	125364, г.Москва, ул. Свободы, д.61	Северо-Западный АО	Южное Тушино	125364, г.Москва, б-р Яна Райниса, д.1	(495) 948-81-91	(495) 948-81-91	cbs1szao.ru	cbs1szao@gmail.com
515	Библиотека №224	125371, г.Москва, 2-й Тушинский пр-д, д.8	Северо-Западный АО	Южное Тушино	125364, г.Москва, б-р Яна Райниса, д.1	(495) 948-81-91	(495) 948-81-91	cbs1szao.ru	cbs1szao@gmail.com
516	Библиотека №246	125466, г.Москва, ул. Родионовская, д.9	Северо-Западный АО	Южное Тушино	125364, г.Москва, б-р Яна Райниса, д.1	(495) 948-81-91	(495) 948-81-91	cbs1szao.ru	cbs1szao@gmail.com
517	Библиотека №252	125368, г.Москва, 3-й Митинский пер., д.2	Северо-Западный АО	Южное Тушино	125364, г.Москва, б-р Яна Райниса, д.1	(495) 948-81-91	(495) 948-81-91	cbs1szao.ru	cbs1szao@gmail.com
518	Центральная библиотека №271	125363, г.Москва, б-р Яна Райниса, д.1	Северо-Западный АО	Южное Тушино	125364, г.Москва, б-р Яна Райниса, д.1	(495) 948-81-91	(495) 948-81-91	cbs1szao.ru	cbs1szao@gmail.com
519	Государственное бюджетное учреждение культуры города Москвы «ЦБС №2 СЗАО»	123308, г.Москва, ул. Мневники, д.10 корп.1	Северо-Западный АО	Хорошево-Мневники	123308, г.Москва, ул. Мневники, д.10 корп.1	(499) 196-46-51	(499) 191-63-10, (499) 720-43-17	horoshevo.ru	shapurina@mail.ru
520	Библиотека №4	123308, г.Москва, ул. Демьяна Бедного, д.16	Северо-Западный АО	Хорошево-Мневники	123308, г.Москва, ул. Мневники, д.10 корп.1	(499) 196-46-51	(499) 191-63-10, (499) 720-43-17	horoshevo.ru	shapurina@mail.ru
521	Библиотека №14	123592, г.Москва, ул. Кулакова, д.19	Северо-Западный АО	Хорошево-Мневники	123308, г.Москва, ул. Мневники, д.10 корп.1	(499) 196-46-51	(499) 191-63-10, (499) 720-43-17	horoshevo.ru	shapurina@mail.ru
