"0_UIDNFTN";"1_Название";"0_LABEL";"1_Адрес";"0_X";"0_Y";"0_BUI_NO_BTI";"0_CAD_NO";"0_STREET_BTI";"0_HOUSE_BTI";"0_HADD_BTI";"1_Ведомство";"1_Телефон";"1_Сайт";"1_Электронная почта";"1_Административный округ";"1_Район";"0_TIP_ZONY"
"16632";"Муниципальное учреждение физкультурно-досуговый центр ""Русь""";"Муниципальное учреждение физкультурно-досуговый центр ""Русь""";"Ленинградский проспект, дом 28";"4614,39400000032";"12978,2551000006";"12651";;;;;"Муниципалитет";"(495) 612-42-93";"фдц-русь.рф";"fdc-rus@mail.ru";"САО";"Беговой";"досуговые центры"
"16635";"Муниципальное учреждение Центр ""Триумф""";"Муниципальное учреждение Центр ""Триумф""";"улица Рудневка, дом 12";"24740,5859000003";"5525,78429999948";"240018";;;;;"Муниципалитет";"(499) 721-13-81";;;"ВАО";"Косино-Ухтомский";"досуговые центры"
"17117";"Спортивная площадка";"Спортивная площадка";"Тенистый проезд, владение 6-8";"8734,41569999978";"21467,2776999995";"25807";;;;;"Департамент природопользования и охраны окружающей среды города Москвы";"(495) 471-40-13";"vmosviblovo.ru";;"СВАО";"Свиблово";"дворовые спортивные площадки"
"17118";"Спортивная площадка";"Спортивная площадка";"улица 1-й Лучевой просек";"4993,07679999992";"13554,682";;;;;;"Департамент культуры города Москвы";;;;"ВАО";"Сокольники";"плоскостные спортивные сооружения"
"17119";"Спортивная площадка";"Спортивная площадка";"улица Белореченская, дом 2";"4993,07679999992";"13554,682";;;;;;"Муниципалитет";"(495) 654-23-80";;;"ЮВАО";"Люблино";"футбольные поля"
"17120";"Спортивная площадка";"Спортивная площадка";"улица Измайловский проспект,   дом 75/1";"18518,5436000004";"13600,9525000006";"8698";;;;;"Департамент образования города Москвы";"8-495-265-65-65";;;"ВАО";"Измайлово";"дворовые спортивные площадки"
"17121";"Спортивная площадка";"Спортивная площадка";"улица Константина Царева, дома 16-18";"4993,07679999992";"13554,682";;;;;;"Федеральная";;"mai.ru";"mai@mai.ru";"САО";"Сокол";"ВУЗ"
"17122";"Спортивная площадка";"Спортивная площадка";"улица Люблинская, дом 53";"15036,3855999997";"2537,10290000029";"2129672";;;;;"Департамент культуры города Москвы";;;;"ЮВАО";"Марьино";"плоскостные спортивные сооружения"
"17123";"Спортивная площадка";"Спортивная площадка";"улица Угличская, дом 13";"4316,50949999969";"25978,0813999996";"2308326";;;;;"Департамент культуры города Москвы";;;;"СВАО";"Лианозово";"плоскостные спортивные сооружения"
"17187";"Спортивный клуб";"Спортивный клуб";"улица Сельскохозяйственная, дом 13, корпус 1";"8787,4338999996";"18831,5460000001";"23328";;;;;"Муниципалитет";"(499) 181-61-94";;;"СВАО";"Ростокино";"спортивные залы"
"17189";"Спортивный клуб "" Гриф""";"Спортивный клуб "" Гриф""";"Бескудниковский бульвар, дом 57, корпус 1";"2522,62349999975";"22886,0670999996";;;;;;"Муниципалитет";"8 (910) 483-60-69";"mobesk.ru";;"САО";"Бескудниковский";"спортивные залы"
"17190";"Спортивный клуб "" Гриф""";"Спортивный клуб "" Гриф""";"улица Дубнинская, дом 39";"4003,42530000024";"22325,3483000007";"340044";;;;;"Муниципалитет";"8 (926) 523-84-94";"mobesk.ru";"info@mobesk.ru ";"САО";"Бескудниковский";"спортивные залы"
"17191";"Спортивный клуб ""GreenСity""";"Спортивный клуб ""GreenСity""";"Зеленоград, 1-й Западный проезд, дом 12, строение 6";"-18893,3770000003";"38482,5461999998";"3700397";;;;;"частная";"(495) 229-77-85";"greenfitness.ru";;"ЗелАО";"Матушкино";"физкультурно-оздоровительные комплексы"
"17192";"Спортивный клуб ""Беломор-Джим""";"Спортивный клуб ""Беломор-Джим""";"Зеленоград, корпус 1462";"-20805,5735999998";"35431,2232000008";"77115";;;;;"частная";"(499) 733-59-55";;;"ЗелАО";"Крюково";"спортивные залы"
"17193";"Спортивный клуб ""Бора""";"Спортивный клуб ""Бора""";"улица Расплетина, дом 1";"-1170,10529999994";"13669,5370000005";"21657";;;;;"Муниципалитет";"(495) 194-42-36";;;"СЗАО";"Щукино";"спортивные залы"
"17194";"Спортивный клуб ""Виктория""";"Спортивный клуб ""Виктория""";"улица Вешних вод, дом 2, корпус 1";"12467,3664999995";"21284,2747000009";"62027";;;;;"Муниципалитет";"(495) 183-59-76";;;"СВАО";"Ярославский";"физкультурно-оздоровительные комплексы"
"17197";"Спортивный клуб ""Десантник""";"Спортивный клуб ""Десантник""";"улица Пречистенка, дом 34/18";"5731,34829999972";"8155,17390000075";"11997";;;;;"Муниципалитет";"(495) 246-09-38";;;"ЦАО";"Хамовники";"спортивные залы"
"17198";"Спортивный клуб ""Диокл""";"Спортивный клуб ""Диокл""";"улица Яблочкова, дом 37Г";"4822,95569999982";"17720,5062000006";"30482";;;;;"Муниципалитет";"(495) 610-95-11";"bmxteam.ru";;"СВАО";"Бутырский";"спортивные залы"
"17200";"Спортивный клуб ""Иван""";"Спортивный клуб ""Иван""";"улица Широкая, дом 1, корпус 5";"9597,60560000036";"24957,0153999999";"29541";;;;;"Муниципалитет";"(495) 476-24-29";;;"СВАО";"Северное Медведково";"спортивные залы"
"17202";"Спортивный клуб ""Инби""";"Спортивный клуб ""Инби""";"Площадь Борьбы, дом 13А, строение 1";"6740,0354000004";"13253,5763000008";"2303050";;;;;"частная";"(495) 684-44-20";;;"ЦАО";"Тверской";"физкультурно-оздоровительные комплексы"
"17203";"Спортивный клуб ""Искра-2""";"Спортивный клуб ""Искра-2""";"улица Сельскохозяйственная, дом 26";"8959,29470000044";"18886,2612999994";"23341";;;;;"частная";"(499) 181-36-14";;"Irina12009@yandex.ru";"СВАО";"Ростокино";"плоскостные спортивные сооружения"
