"1_Номер разрешения";"1_Номер ТС";"1_Наименование";"1_Номер бланка разрешения";"1_Марка, модель ТС";"1_ИНН";"1_ОГРН"
"09315";"Н101АА199";"ЛОБАНОВ СЕРГЕЙ ЕВГЕНЬЕВИЧ";"009481";"SUZUKI GRAND VITARA";"772818506404";"311774627901274"
"09318";"Т457РЕ197";"МЕЛКОВ МИХАИЛ БОРИСОВИЧ";"009484";"HYUNDAI SOLARIS";"771575391404";"311774628700926"
"09320";"Е297РВ197";"ООО ""УСПЕХ""";"009486";"DAEWOO NEXIA";"7705909550";"1107746083940"
"09323";"А554НН197";"Федько Владислав Викторович";"МСК 009489";"TOYOTA ESTIMA";"711306778331";"311715405300163"
"09325";"К852РВ197";"ООО ""Вижин-Т""";"009498";"Kia CEE'D ED";"7723776849";"1107746911667"
"09327";"К851РВ197";"ООО ""Вижин-Т""";"009500";"Kia CEE'D ED";"7723776849";"1107746911667"
"09328";"К580РВ197";"ООО ""Вижин-Т""";"009501";"Kia CEE'D ED";"7723776849";"1107746911667"
"09333";"Т074УЕ199";"Глущенко Надежда Викторовна";"009496";"Chevrolet KLAN (J200/LACETTI)";"770400085718";"311774626600657"
"09335";"М808МА197";"Абдуллаев Азер Захид  Оглы";"009497";"Hyundai Elanta 1.6GLSAT";"772703451621";"311774630100484"
"09338";"Н735НХ177";"ЖИТЕНЕВ МИХАИЛ ИВАНОВИЧ";"009503";"VOLKSWAGEN GOLF VARIANT";"774309043018";"310774632000919"
"09340";"М883СС68";"БАРСУКОВ НИКОЛАЙ МИХАЙЛОВИЧ";"009506";"MAZDA 626";"682669392960";"311680908000020"
"09344";"К150РА197";"ВОРОНЕНКО СЕРГЕЙ ФОМИЧ";"009512";"Renault Logan";"773570325105";"309774618900500"
"09345";"К336РА197";"ВОРОНЕНКО СЕРГЕЙ ФОМИЧ";"009513";"Renault Logan";"773570325105";"309774618900500"
"09347";"Н875НА197";"ООО ТК ""ТАКСИ-ШАНСОН Он Лайн""";"009515";"KIA AM (SOUL)";"7743763365";"1097746784530"
"09349";"Е363ОС197";"ООО ТК ""ТАКСИ-ШАНСОН Он Лайн""";"009517";"KIA ED CEE'D";"7743763365";"1097746784530"
"09351";"К104ЕВ190";"Хабаров  Вячеслав";"009519";"CHEVROLET LACETTI";"621723084701";"311621724100020"
"09355";"Р358КУ199";"КАМАДАДЗЕ ЗУРАБИ ХАШИМОВИЧ";"009520";"RENAULT LOGAN SR";"771503029393";"311774629301244"
"09356";"В694КА197";"ИЛЬЧЕНКО СЕРГЕЙ ВЛАДИМИРОВИЧ";"009526";"HYUNDAI SONATA";"230400034471";"311774627701011"
"09361";"Е345ОХ197";"ДАНИЛОВ ГЕННАДИЙ МИРОНОВИЧ";"009529";"FORD FOCUS";"771872246777";"311774629100970"
"09366";"О556РВ197";"Солодников Олег Альбертович";"009534";"Skoda Octavia";"774314371913";"311774627001381"
"09367";"О558РВ197";"Солодников Олег Альбертович";"009535";"Skoda Octavia";"774314371913";"311774627001381"
"09368";"Х696ОХ197";"Нур Эльзейн Валиельдин Мохамед Абдалла";"009536";"OPEL ASTRA";"772854991805";"311774630100711"
"09370";"У182МА197";"ГРИДНЕВ ГЕННАДИЙ АНАТОЛЬЕВИЧ";"009538";"MERCEDES- BENZ E240";"773408526800";"310774633500771"
"09371";"Ч18-29ММ";"СМИРНОВ ЕВГЕНИЙ МИХАЙЛОВИЧ";"009539";"VAZ 21093";"773473611206";"311774630500765"
"09373";"Х548РВ197";"Малинин Александр Викторович";"009541";"HONDA CR-V 2.4";"772342123436";"311774622301201"
"09294";"А022АО199";"КОЛОТИЛОВ СЕРГЕЙ ВЛАДИМИРОВИЧ";"009461";"MERCEDES BENZ S 350";"771816615685";"309774612400771"
"09300";"С037ТА177";"ЗАМОРА ДМИТРИЙ ПАВЛОВИЧ";"009466";"FORD FOCUS";"772630825086";"311774627700023"
"09312";"Н752РЕ197";"МЕСРОПЯН ГАЛУСТ СЕРЁЖАЕВИЧ";"009478";"TOYOTA COROLLA";"772365183760";"308774624600824"
"09324";"Т331НУ197";"БЕРЕСТОВСКАЯ ТАТЬЯНА ИВАНОВНА";"009490";"VOLKSWAGEN POLO";"770302309222";"310774630601143"
"09339";"У630ОО177";"Бакушкин Валерий Владимирович";"009510";"HYUNDAI SONATA";"771544127174";"311774630100302"
"09346";"Е225ВХ190";"АРШАКЯН АШОТ ГУРГЕНОВИЧ";"009514";"MITSUBISHI LANCER 1.5";"502480784776";"311502404600132"
"09348";"Е377ОС197";"ООО ТК ""ТАКСИ-ШАНСОН Он Лайн""";"009516";"KIA DE (JB/RIO)";"7743763365";"1097746784530"
"09353";"Р069РЕ197";"ООО ""Третий Элемент""";"009524";"Renault LATITUDE";"7726557161";"1067761452692"
"09354";"Р071РЕ197";"ООО ""Третий Элемент""";"009525";"Renault LATITUDE";"7726557161";"1067761452692"
"09358";"Х713ОТ197";"ШАКУРОВ БОРИС ИВАНОВИЧ";"009528";"FORD FOCUS";"773711772740";"308774632300378"
"09359";"О468МК97";"ПАЛАТОВ АЛЕКСАНДР СЕМЕНОВИЧ";"009521";"VOLVO 960";"561500206807";"311774604500018"
"09374";"А487ЕЕ197";"Цыбуков Антон Сергеевич";"009542";"VAZ 21140";"773102794094";"311774625900336"
"09383";"А867НР197";"Срыбная Галина Викторовна";"009550";"CHEVROLET KLAS ABEO";"773400399011";"308770000359503"
"09384";"У819УО199";"МАЧАРАШВИЛИ ДЖАМБУЛИ ДЖУМБЕРОВИЧ";"009552";"CHEVROLET KLAN (J200/LACETTI)";"773462269301";"311774629700311"
"09389";"Н112МТ37";"КОРОБОВ ЮРИЙ ВЕНИАМИНОВИЧ";"009557";"MAZDA 3";"370100115181";"309370102100012"
"09392";"Р578ОН197";"ООО ТК ""ВЕГА""";"009560";"Hyundai Solaris";"7718697951";"1087746446611"
"09394";"Р992ОТ197";"Рокосовский Сергей Анатольевич";"009563";"CHEVROLET CRUZE";"774393998790";"307770000238557"
"09412";"ЕО27377";"ООО ""НЖТ-ЗАПАД""";"009582";"FORD FOCUS";"7719755444";"1107746566542"
"09422";"ЕО28477";"ООО ""НЖТ-ВОСТОК""";"МСК 009597";"FORD FOCUS";"7719750140";"1107746402246"
"09425";"ЕО28777";"ООО ""НЖТ-ВОСТОК""";"МСК 009600";"FORD FOCUS";"7719750140";"1107746402246"
"09429";"ЕО29077";"ООО ""НЖТ-ВОСТОК""";"МСК 009604";"FORD FOCUS";"7719750140";"1107746402246"
"09437";"О268НХ197";"ООО ""Домашний уют""";"МСК 009607";"CITROEN BERLINGO";"7708734361";"1117746128653"
"09441";"О474НХ197";"ООО ""Домашний уют""";"МСК 009611";"CITROEN BERLINGO";"7708734361";"1117746128653"
"09443";"Х103ТН199";"Кудрявцев Сергей Михайлович";"МСК009615";"KIA CERATO";"770906251141";"311774610401205"
"09455";"ЕО20277";"ООО ""НЖТ""";"МСК 009627";"FORD FOCUS";"7719719679";"1097746142306"
"09468";"ЕО25877";"ООО ""НЖТ""";"МСК 009640";"FORD FOCUS";"7719719679";"1097746142306"
"09471";"ЕО25577";"ООО ""НЖТ""";"МСК 009643";"FORD FOCUS";"7719719679";"1097746142306"
"09477";"ЕО22477";"ООО ""НЖТ""";"МСК 009649";"FORD FOCUS";"7719719679";"1097746142306"
"09482";"ЕО21977";"ООО ""НЖТ""";"МСК 009654";"FORD FOCUS";"7719719679";"1097746142306"
"09483";"ЕО21877";"ООО ""НЖТ""";"МСК 009655";"FORD FOCUS";"7719719679";"1097746142306"
"09484";"ЕО21677";"ООО ""НЖТ""";"МСК 009656";"FORD FOCUS";"7719719679";"1097746142306"
"09486";"Р489ОО190";"АБЛЯЕВ РАИС КАЛИМУЛЛОВИЧ";"МСК 009665";"KIA SORENTO XM";"504212739500";"311504208900021"
"09487";"С270РВ197";"Комаров Виктор Викторович";"МСК 009660";"Mercedes-Benz E200CGI";"772737734949";"309774614701187"
"09490";"Т130УТ197";"АБРАМОВ ДМИТРИЙ ИГОРЕВИЧ";"МСК 018521";"KIA ОПТИМА";"771533758308";"311774629700021"
"09492";"Х907ОС197";"Айсин Жамиль Шамилович";"МСК 009671";"FORD MONDEO";"773113829528";"311774625801038"
"09495";"К165ТР199";"ЛАГУТИН ВЛАДИМИР НИКОЛАЕВИЧ";"МСК 00969";"MERCEDES BENZ S600";"772881062143";"311774625700764"
"09499";"С596ЕТ197";"Тимофеев Дмитрий Васильевич";"МСК 009662";"Ford Fusion";"770500188682";"310774620000434"
"09467";"ЕО25977";"ООО ""НЖТ""";"МСК 009639";"FORD FOCUS";"7719719679";"1097746142306"
"09489";"Е634УХ177";"КАРАПЕТЯН ГАЯНЕ ЭДИКОВНА";"МСК 009667";"VAZ 21093";"772156687330";"311774631100369"
"09496";"К324АА197";"ЛАГУТИН ВЛАДИМИР НИКОЛАЕВИЧ";"МСК 009670";"NISSAN ALMERA KLASSIK 1.6";"772881062143";"311774625700764"
"09005";"Е013УУ77";"ВЛАДИМИРОВ ТИМУР АСКОЛЬДОВИЧ";"025400";"SKODA OCTAVIA";"771770333847";"310774632300893"
"09013";"ЕО15677";"ООО ""НЖТ-ВОСТОК""";"009175";"FORD FOCUS";"7719750140";"1107746402246"
"09020";"ЕО18977";"ООО ""НЖТ-ВОСТОК""";"009182";"FORD FOCUS";"7719750140";"1107746402246"
"09021";"ЕО19077";"ООО ""НЖТ-ВОСТОК""";"009183";"FORD FOCUS";"7719750140";"1107746402246"
"09023";"ЕО19277";"ООО ""НЖТ-ВОСТОК""";"009185";"FORD FOCUS";"7719750140";"1107746402246"
"09029";"Е585ОК197";"ВЛАСЯН ГРИГОРИЙ ПАРАВОНОВИЧ";"009168";"MITSUBISHI LANCER 1.8";"774318499287";"311774601301031"
"09030";"У202КО197";"Рукомойников Вячеслав Сергеевич";"009191";"CHEVROLET LACETTI";"771878546939";"311774626301190"
"09052";"М 972 АВ 32";"ЩЕРБАКОВ ВИКТОР МИХАЙЛОВИЧ";"009210";"FORD MONDEO";"324500179844";"311325617900302"
"09059";"А091ТМ97";"Данилушкин Андрей Алексеевич";"009221";"VAZ 21112";"771308817665";"311774629101152"
"09069";"К842ОЕ197";"ХАВАНОВ ДЕНИС СЕРГЕЕВИЧ";"009234";"MITSUBISHI GALANT 2.4";"772708301517";"311774610201005"
"09075";"О224РР39";"НЕЧИТАЙЛО ОЛЕГ ВИКТОРОВИЧ";"009240";"VOLKSWAGEN PASSAT VARIANT TDI";"390501898542";"311392627200288"
"09081";"В327ТР199";"ВОЛЧКОВ ПАВЕЛ ИГОРЕВИЧ";"009280";"HYUNDAI ACCENT";"773501373764";"311774624800417"
"09085";"Х233УА199";"ВОЛЧКОВ ПАВЕЛ ИГОРЕВИЧ";"009284";"HYUNDAI ACENT";"773501373764";"311774624800417"
"09086";"А035ТУ199";"ВОЛЧКОВ ПАВЕЛ ИГОРЕВИЧ";"009285";"HYUNDAI ACCENT";"773501373764";"311774624800417"
"09087";"А654СК199";"ВОЛЧКОВ ПАВЕЛ ИГОРЕВИЧ";"009286";"HYUNDAI ACCENT";"773501373764";"311774624800417"
"09089";"Х258СН199";"ВОЛЧКОВ ПАВЕЛ ИГОРЕВИЧ";"009288";"HYUNDAI ACCENT";"773501373764";"311774624800417"
"09096";"У389ЕО197";"ВОЛЧКОВ ПАВЕЛ ИГОРЕВИЧ";"009295";"HYUNDAI SONATA";"773501373764";"311774624800417"
"09100";"У384ЕО197";"ВОЛЧКОВ ПАВЕЛ ИГОРЕВИЧ";"009299";"HYUNDAI SONATA";"773501373764";"311774624800417"
"09105";"Р084ОМ197";"САНИКИДЗЕ БУДУ";"009306";"NISSAN PRIMERA SLX";"772405554519";"311774629101348"
"09135";"Х740ВК197";"ШУТОВ ПАВЕЛ ВАСИЛЬЕВИЧ";"009270";"HYUNDAI SONATA";"773573035517";"311774624800406"
"09152";"Т877СЕ197";"МАРКОВ МИХАИЛ МИХАЙЛОВИЧ";"МСК 019245";"VOLKSWAGEN PASSAT";"773202365170";"311774627100942"
"09175";"О905КВ150";"Федотов Александр Викторович";"009340";"Hyundai Sonata";"503408389551";"311503410100059"
"09194";"О476ЕЕ190";"Белоусов Николай Семенович";"009359";"SUBARU FORESTER";"503203959916";"311503225800055"
"09206";"М741ЕМ190";"СОЛОВЬЕВ АЛЕКСЕЙ ЕВГЕНЬЕВИЧ";"009371";"RENAULT LOGAN (SR)";"504214644652";"311504223000025"
"09209";"М512РМ199";"Каримов Рафек Измаилович";"009377";"VOLKSWAGEN JETTA";"773323738468";"311774602700038"
"09210";"К397ОО177";"АНДРЕЕВ АЛЕКСАНДР АЛЕКСЕЕВИЧ";"009376";"HYUNDAI SONATA";"773165068419";"308770000067133"
"09225";"Н350ОС197";"Азаров Владимир Викторович";"009391";"Opel Astra";"772801326851";"305770000072680"
"09240";"М851СН58";"асяев василий васильевич";"009405";"Ford Focus";"580313028979";"310580317500042"
"09251";"С812ОУ197";"ООО ""Авалком""";"009424";"RENAULT LOGAN";"7701649702";"1067746392724"
"09252";"С877ОУ197";"ООО ""Авалком""";"009425";"RENAULT LOGAN";"7701649702";"1067746392724"
"09263";"У572ОУ197";"Аванесян Камо Хоренович";"009410";"Nissan Teana 2.3PREMIUM";"772163782263";"311774628400812"
"09292";"Р925ОХ190";"Лопатин Максим Юрьевич";"009441";"Ford Mondeo";"263505835924";"304263523700447"
"09302";"Т446ХС177";"Сущенко Виктор Николаевич";"009468";"KIA SRESTRA (FV2273)";"772503547301";"311774627700220"
"09308";"Х502КХ197";"Казакова Кристина Павловна";"009474";"Renault Logan SR";"774309015010";"309774609800566"
"09311";"Р574КР177";"ВАМОЛИНА ИРИНА ЛЕОНИДОВНА";"009477";"CHEVROLET LANOS";"772024868001";"311774630100592"
"09313";"К751АУ197";"АГИБАЛОВ АНДРЕЙ ВАЛЕРЬЕВИЧ";"009479";"HYUNDAI ELANTRA 1.6CLSAUTO";"773301466309";"311774622100882"
"09321";"В067НЕ77";"АЛИЕВ ЗЕЙНАЛ АЛИ ОГЛЫ";"МСК 028048";"CHEVROLET ORLANDO";"772776742083";"311774625200784"
"09322";"М938ВЕ32";"кузин михаил михайлович";"009487";"РЕНО Megane II EXE16A110 9";"320202692813";"311325625100252"
"09329";"У500ВС177";"Котов Алексей Евгеньевич";"009491";"Hyundai Elantra";"772831326055";"307770000531674"
"09341";"С517РА197";"ООО ""ХК""";"009507";"SKODA OCTAVIA";"7714839034";"1117746345650"
"09352";"Р093РЕ197";"ООО ""Третий Элемент""";"009523";"Renault LATITUDE";"7726557161";"1067761452692"
"09363";"Е049РК197";"Солодников Олег Альбертович";"009531";"Skoda Octavia";"774314371913";"311774627001381"
"09369";"О258МВ197";"ЛАБАРТКАВА РАМАЗИ ГРИГОРЬЕВИЧ";"009537";"FIAT ALBEA 178 CYN1A";"770100050200";"308770000244453"
"09380";"Е415ОХ197";"Козлов Денис Александрович";"009548";"Daewoo Nexia";"772073272892";"311774603300832"
"09382";"Н655ЕЕ177";"Срыбная Галина Викторовна";"009549";"VAZ 21053";"773400399011";"308770000359503"
"09386";"Р092ОУ197";"Еремин Юрий Павлович";"009554";"FORD MONDEO";"771988260700";"311774611900822"
"09395";"М305МТ197";"Болотвин Александр Геннадьевич";"009564";"GAZ 3221";"770408154949";"311774630400405"
"09404";"Х444ВН97";"ОРХИДЕЯ ВИТАЛИЙ ДМИТРИЕВИЧ";"009568";"MERCEDES BENZ 190";"772871213795";"306770000071807"
"09405";"Н100ХУ97";"ОРХИДЕЯ ВИТАЛИЙ ДМИТРИЕВИЧ";"009567";"OPEL KAMPO";"772871213795";"306770000071807"
"09413";"ЕО27277";"ООО ""НЖТ-ЗАПАД""";"014297";"FORD FOCUS";"7719755444";"1107746566542"
"09415";"ЕО27077";"ООО ""НЖТ-ЗАПАД""";"009585";"FORD FOCUS";"7719755444";"1107746566542"
"09428";"ЕО28977";"ООО ""НЖТ-ВОСТОК""";"МСК 009603";"FORD FOCUS";"7719750140";"1107746402246"
"09436";"О437НХ197";"ООО ""Домашний уют""";"МСК 009606";"CITROEN BERLINGO";"7708734361";"1117746128653"
"09451";"ЕО17277";"ООО ""НЖТ""";"МСК 009623";"FORD FOCUS";"7719719679";"1097746142306"
"09452";"ЕО17377";"ООО ""НЖТ""";"МСК 009624";"FORD FOCUS";"7719719679";"1097746142306"
"09456";"ЕО20577";"ООО ""НЖТ""";"МСК 009666";"FORD FOCUS";"7719719679";"1097746142306"
"09460";"ЕО26677";"ООО ""НЖТ""";"МСК 009632";"FORD FOCUS";"7719719679";"1097746142306"
"09461";"ЕО26577";"ООО ""НЖТ""";"МСК 009633";"FORD FOCUS";"7719719679";"1097746142306"
"09462";"ЕО26477";"ООО ""НЖТ""";"МСК 009634";"FORD FOCUS";"7719719679";"1097746142306"
"09464";"ЕО26277";"ООО ""НЖТ""";"МСК 009636";"FORD FOCUS";"7719719679";"1097746142306"
"09480";"ЕО22177";"ООО ""НЖТ""";"МСК 009652";"FORD FOCUS";"7719719679";"1097746142306"
"09494";"О411СК177";"ЛАГУТИН ВЛАДИМИР НИКОЛАЕВИЧ";"МСК 009668";"CHEVROLET KLAN";"772881062143";"311774625700764"
"09497";"М124КУ190";"ГОРШЕЛЕВ АЛЕКСАНДР НИКОЛАЕВИЧ";"МСК 009683";"HYUNDAI ACCENT";"504790371719";"310504727800042"
"09006";"К381АР197";"ЖУКОВ ВАЛЕРИЙ ИГОРЕВИЧ";"009166";"VOLVO S60";"774307582800";"311774625900240"
"09010";"ЕО15377";"ООО ""НЖТ-ВОСТОК""";"009172";"FORD FOCUS";"7719750140";"1107746402246"
"09019";"ЕО18877";"ООО ""НЖТ-ВОСТОК""";"009181";"FORD FOCUS";"7719750140";"1107746402246"
"09024";"ЕО19377";"ООО ""НЖТ-ВОСТОК""";"009186";"FORD FOCUS";"7719750140";"1107746402246"
"09026";"ЕО19577";"ООО ""НЖТ-ВОСТОК""";"009188";"FORD FOCUS";"7719750140";"1107746402246"
"09033";"Н515ЕЕ99";"ДЕНИСОВ АЛЕКСАНДР СЕРГЕЕВИЧ";"009193";"BMW 528IA";"772434859963";"311774629000208"
"09035";"О444КК199";"Ременник Августина Юрьевна";"009211";"MITSUBISHI LANCER 1.8";"773711541253";"311774627101061"
"09040";"М089КТ197";"КОРНЕВ АЛЕКСАНДР АЛЕКСАНДРОВИЧ";"009206";"HONDA ACCORD";"772745338018";"311774627100062"
"09045";"С546КМ190";"Рощупкин Эдуард Александрович";"009216";"CHEVROLET KLAS AVEO";"507461787883";"311507426200069"
"09051";"Т393СО150";"Шайдоров Алексей Евгеньевич";"009201";"Ford Focus";"500803618768";"308504703800012"
"09053";"Р756НЕ150";"САМБУРОВ АЛЕКСАНДР ВЛАДИМИРОВИЧ";"009202";"FORD ФОКУС";"502410397117";"311502422900013"
"09062";"Е566РВ190";"СЕРГЕЕВ АНДРЕЙ АЛЕКСАНДРОВИЧ";"009225";"MITSUBISHI LANCER 1.5";"690402472494";"311695228600072"
"09064";"А527СК76";"ЛОГИНОВ АНАТОЛИЙ НИКОЛАЕВИЧ";"009227";"MAZDA 6";"761202566341";"311761226200029"
"09070";"М196УА199";"ООО ""Транс Авто""";"009238";"Hyundai Sonata";"7724622739";"5077746928474"
"09072";"Р820ОО197";"ООО ""Транс Авто""";"009236";"Toyota Camry";"7724622739";"5077746928474"
"09079";"А653СК199";"ВОЛЧКОВ ПАВЕЛ ИГОРЕВИЧ";"009278";"HYUNDAI ACCENT";"773501373764";"311774624800417"
"09092";"А652СК199";"ВОЛЧКОВ ПАВЕЛ ИГОРЕВИЧ";"009291";"HYUNDAI ACCENT";"773501373764";"311774624800417"
"09095";"У387ЕО197";"ВОЛЧКОВ ПАВЕЛ ИГОРЕВИЧ";"009294";"HYUNDAI SONATA";"773501373764";"311774624800417"
"09098";"У391ЕО197";"ВОЛЧКОВ ПАВЕЛ ИГОРЕВИЧ";"009297";"HYUNDAI SONATA";"773501373764";"311774624800417"
"09102";"У386ЕО197";"ВОЛЧКОВ ПАВЕЛ ИГОРЕВИЧ";"009301";"HYUNDAI SONATA";"773501373764";"311774624800417"
"09103";"У912ЕА197";"ВОЛЧКОВ ПАВЕЛ ИГОРЕВИЧ";"009302";"CHEVROLET KLAN(J200/LACETTI)";"773501373764";"311774624800417"
"09106";"Х078ЕА197";"ШУТОВ ПАВЕЛ ВАСИЛЬЕВИЧ";"009241";"HYUNDAI ACCENT";"773573035517";"311774624800406"
"09113";"А569ТУ199";"ШУТОВ ПАВЕЛ ВАСИЛЬЕВИЧ";"009248";"HYUNDAI ACCENT";"773573035517";"311774624800406"
"09118";"Р917КВ199";"ШУТОВ ПАВЕЛ ВАСИЛЬЕВИЧ";"009253";"HYUNDAI ACCENT";"773573035517";"311774624800406"
"09120";"К440АМ197";"ШУТОВ ПАВЕЛ ВАСИЛЬЕВИЧ";"009255";"HYUNDAI ACCENT";"773573035517";"311774624800406"
