streetname,areaid,okrug,area
9-я улица Новые Сады,42,ЗАО,Район Ново-Переделкино
10-я улица Новые Сады,42,ЗАО,Район Ново-Переделкино
11-я улица Новые Сады,42,ЗАО,Район Ново-Переделкино
Лермонтовская площадь,13,ЦАО,Басманный район
Староорловская улица,42,ЗАО,Район Ново-Переделкино
улица Федосьино,42,ЗАО,Район Ново-Переделкино
1-я Чоботовская аллея,42,ЗАО,Район Ново-Переделкино
2-я Чоботовская аллея,42,ЗАО,Район Ново-Переделкино
3-я Чоботовская аллея,42,ЗАО,Район Ново-Переделкино
4-я Чоботовская аллея,42,ЗАО,Район Ново-Переделкино
5-я Чоботовская аллея,42,ЗАО,Район Ново-Переделкино
6-я Чоботовская аллея,42,ЗАО,Район Ново-Переделкино
7-я Чоботовская аллея,42,ЗАО,Район Ново-Переделкино
8-я Чоботовская аллея,42,ЗАО,Район Ново-Переделкино
Лефортовская площадь,13,ЦАО,Басманный район
9-я Чоботовская аллея,42,ЗАО,Район Ново-Переделкино
10-я Чоботовская аллея,42,ЗАО,Район Ново-Переделкино
11-я Чоботовская аллея,42,ЗАО,Район Ново-Переделкино
Чоботовская улица,42,ЗАО,Район Ново-Переделкино
Чоботовский проезд,42,ЗАО,Район Ново-Переделкино
